actor_url,actor_name,actor_gender,actor_race
https://www.imdb.com/name/nm0059946,Elya Baskin,,
https://www.imdb.com/name/nm0221043,Emily Deschanel,CF,
https://www.imdb.com/name/nm0000115,Nicolas Cage,CM,
https://www.imdb.com/name/nm1063517,Kathryn Hahn,CF,
https://www.imdb.com/name/nm2159926,Jake Johnson,CM,
https://www.imdb.com/name/nm0005499,Lily Tomlin,CF,
https://www.imdb.com/name/nm2430511,Edwin R. Habacon,CM,
https://www.imdb.com/name/nm0001816,Robert Vaughn,CM,
https://www.imdb.com/name/nm0001578,Annette O'Toole,CF,
https://www.imdb.com/name/nm0517506,Annie Ross,CF,
https://www.imdb.com/name/nm0827298,Pamela Stephenson,CF,
https://www.imdb.com/name/nm0641398,Gavan O'Herlihy,CM,
https://www.imdb.com/name/nm0434497,Paul Kaethler,CM,
https://www.imdb.com/name/nm0823174,Graham Stark,CM,
https://www.imdb.com/name/nm0395600,Helen Horton,CF,
https://www.imdb.com/name/nm0731444,Nancy Roberts,CF,
https://www.imdb.com/name/nm0797506,Gordon Signer,CM,
https://www.imdb.com/name/nm0068462,R.J. Bell,,
https://www.imdb.com/name/nm0064235,Robert Beatty,CM,
https://www.imdb.com/name/nm0541739,Pamela Mandell,CF,
https://www.imdb.com/name/nm0225549,Sandra Dickinson,CF,
https://www.imdb.com/name/nm0823575,Pat Starr,,
https://www.imdb.com/name/nm0386516,Lou Hirsch,CM,
https://www.imdb.com/name/nm0376580,Robert Henderson,CM,
https://www.imdb.com/name/nm0482987,Larry Lamb,CM,
https://www.imdb.com/name/nm0766797,Enid Saunders,,
https://www.imdb.com/name/nm0539095,Christopher Malcolm,CM,
https://www.imdb.com/name/nm0435875,Stefan Kalipha,CM,
https://www.imdb.com/name/nm0000446,Mariel Hemingway,,
https://www.imdb.com/name/nm0910737,Sam Wanamaker,,
https://www.imdb.com/name/nm0001083,Jon Cryer,CM,
https://www.imdb.com/name/nm0572468,Damian McLawhorn,CM,
https://www.imdb.com/name/nm0271514,Don Fellows,CM,
https://www.imdb.com/name/nm0683565,Mark Pillow,CM,
https://www.imdb.com/name/nm0111632,Jayne Brook,CF,
https://www.imdb.com/name/nm0495818,Stanley Lebor,CM,
https://www.imdb.com/name/nm0407621,Douglas W. Iles,CM,
https://www.imdb.com/name/nm1382236,Diana Hunter,CF,
https://www.imdb.com/name/nm0792384,Bob Sherman,CM,
https://www.imdb.com/name/nm0308634,David Garth,CM,
https://www.imdb.com/name/nm0567881,Mac McDonald,,
https://www.imdb.com/name/nm0430794,Indira Joshi,CF,
https://www.imdb.com/name/nm0128594,John Cagon,CM,
https://www.imdb.com/name/nm0171476,Nicholas Colicos,CM,
https://www.imdb.com/name/nm0000980,Jim Broadbent,CM,
https://www.imdb.com/name/nm0491827,Bradley Lavelle,CM,
https://www.imdb.com/name/nm0079273,Paul Bettany,CM,
https://www.imdb.com/name/nm0330687,Joseph Gordon-Levitt,CM,
https://www.imdb.com/name/nm0362766,Tom Hardy,CM,
https://www.imdb.com/name/nm0004266,Anne Hathaway,CF,
https://www.imdb.com/name/nm0310622,Uri Gavriel,CM,
https://www.imdb.com/name/nm0182839,Marion Cotillard,CF,
https://www.imdb.com/name/nm0000546,Matthew Modine,CM,
https://www.imdb.com/name/nm0578853,Ben Mendelsohn,CM,
https://www.imdb.com/name/nm0004801,Nestor Carbonell,CM,
https://www.imdb.com/name/nm1218607,Burn Gorman,,
https://www.imdb.com/name/nm0032962,Tomas Arana,CM,
https://www.imdb.com/name/nm0839326,Daniel Sunjata,CM,
https://www.imdb.com/name/nm0502073,Thomas Lennon,CM,
https://www.imdb.com/name/nm3886541,Miranda Nolan,CF,
https://www.imdb.com/name/nm0413089,Cameron Jack,,
https://www.imdb.com/name/nm0004993,Desmond Harrington,CM,
https://www.imdb.com/name/nm0254760,Chris Ellis,,
https://www.imdb.com/name/nm2728365,Joshua Elijah Reese,CM,
https://www.imdb.com/name/nm1017334,Juno Temple,,
https://www.imdb.com/name/nm1412974,Glen Powell,,
https://www.imdb.com/name/nm0114532,Rob Brown,CM,
https://www.imdb.com/name/nm0009530,Alon Aboutboul,CM,
https://www.imdb.com/name/nm0931898,Wade Williams,CM,
https://www.imdb.com/name/nm1237235,Ronnie Gene Blevins,,
https://www.imdb.com/name/nm0499791,Fredric Lehne,CM,
https://www.imdb.com/name/nm0002018,Tom Conti,CM,
https://www.imdb.com/name/nm0199575,Lex Daniel,,
https://www.imdb.com/name/nm4561678,Tyler Dean Flores,CM,
https://www.imdb.com/name/nm0109785,Brent Briscoe,CM,
https://www.imdb.com/name/nm1362555,Patrick Jordan,CM,
https://www.imdb.com/name/nm2246640,Julie Mun,CF,
https://www.imdb.com/name/nm0925544,Trevor White,CM,
https://www.imdb.com/name/nm0634297,John Nolan,CM,
https://www.imdb.com/name/nm0035395,Jillian Armenante,,
https://www.imdb.com/name/nm0579460,Gonzalo Menendez,CM,
https://www.imdb.com/name/nm2487301,Ben Cornish,CM,
https://www.imdb.com/name/nm2298278,Courtney Munch,,
https://www.imdb.com/name/nm0597521,David Monahan,CM,
https://www.imdb.com/name/nm1821157,Duane Henry,CM,
https://www.imdb.com/name/nm0000164,Anthony Hopkins,CM,
https://www.imdb.com/name/nm0829032,Ray Stevenson,,
https://www.imdb.com/name/nm0001745,Stellan Skarsgård,CM,
https://www.imdb.com/name/nm2796047,Josh Dallas,CM,
https://www.imdb.com/name/nm1526352,Jaimie Alexander,,
https://www.imdb.com/name/nm0252961,Idris Elba,CM,
https://www.imdb.com/name/nm0163988,Clark Gregg,CM,
https://www.imdb.com/name/nm0993507,Kat Dennings,,
https://www.imdb.com/name/nm0272173,Colm Feore,CM,
https://www.imdb.com/name/nm0173276,Seth Coltan,CM,
https://www.imdb.com/name/nm0833089,J. Michael Straczynski,,
https://www.imdb.com/name/nm4001157,Ryan Schaefer,CM,
https://www.imdb.com/name/nm0038355,Tadanobu Asano,CM,
https://www.imdb.com/name/nm1372971,Blake Silver,CM,
https://www.imdb.com/name/nm3053274,Juliet Lopez,CF,
https://www.imdb.com/name/nm0239771,Matt Ducey,CM,
https://www.imdb.com/name/nm1379739,Patrick O'Brien Demsey,CM,
https://www.imdb.com/name/nm0004964,Dale Godboldo,,
https://www.imdb.com/name/nm0000949,Cate Blanchett,CF,
https://www.imdb.com/name/nm0000156,Jeff Goldblum,CM,
https://www.imdb.com/name/nm0881631,Karl Urban,CM,
https://www.imdb.com/name/nm0000317,Clancy Brown,,
https://www.imdb.com/name/nm1959207,Cohen Holloway,,
https://www.imdb.com/name/nm1344302,Rachel House,CF,
https://www.imdb.com/name/nm5647934,Shalom Brune-Franklin,,
https://www.imdb.com/name/nm0046591,Jasper Bagg,CM,
https://www.imdb.com/name/nm6460320,Steven Oliver,CM,
https://www.imdb.com/name/nm0000168,Samuel L. Jackson,CM,
https://www.imdb.com/name/nm0000246,Bruce Willis,CM,
https://www.imdb.com/name/nm0940128,Charlayne Woodard,CF,
https://www.imdb.com/name/nm0492746,Elizabeth Lawrence,CF,
https://www.imdb.com/name/nm0859117,Kim Simms Thomas,,
https://www.imdb.com/name/nm0183573,Richard Council,CM,
https://www.imdb.com/name/nm0907708,Eamonn Walker,CM,
https://www.imdb.com/name/nm0051479,Firdous Bamji,,
https://www.imdb.com/name/nm0446257,Chance Kelly,,
https://www.imdb.com/name/nm0663581,Sally Parrish,CF,
https://www.imdb.com/name/nm0206449,Johanna Day,CF,
https://www.imdb.com/name/nm0735376,Jose L. Rodriguez,CM,
https://www.imdb.com/name/nm0626965,Sasha Joseph Neulinger,,
https://www.imdb.com/name/nm0005462,Leslie Stefanson,,
https://www.imdb.com/name/nm0933940,Patrick Wilson,CM,
https://www.imdb.com/name/nm0355097,Jackie Earle Haley,,
https://www.imdb.com/name/nm0015196,Malin Akerman,CF,
https://www.imdb.com/name/nm0001082,Billy Crudup,CM,
https://www.imdb.com/name/nm0328828,Matthew Goode,CM,
https://www.imdb.com/name/nm0604742,Jeffrey Dean Morgan,CM,
https://www.imdb.com/name/nm0565569,Stephen McHattie,CM,
https://www.imdb.com/name/nm0497869,Mi-Jung Lee,CF,
https://www.imdb.com/name/nm0001303,Carla Gugino,CF,
https://www.imdb.com/name/nm0147661,Fulvio Cecere,CM,
https://www.imdb.com/name/nm0789794,John Shaw,CM,
https://www.imdb.com/name/nm0001242,Matt Frewer,CM,
https://www.imdb.com/name/nm0106319,Jay Brazeau,,
https://www.imdb.com/name/nm0853335,William S. Taylor,CM,
https://www.imdb.com/name/nm0325023,L. Harvey Gold,,
https://www.imdb.com/name/nm0774721,Jason Schombing,CM,
https://www.imdb.com/name/nm0004540,Darren Shahlavi,CM,
https://www.imdb.com/name/nm0899485,Marshall Virtue,CM,
https://www.imdb.com/name/nm0492687,Colin Lawrence,CM,
https://www.imdb.com/name/nm0579728,Laura Mennell,CF,
https://www.imdb.com/name/nm1222981,Malcolm Scott,CM,
https://www.imdb.com/name/nm0814549,Manoj Sood,CM,
https://www.imdb.com/name/nm1150775,Patrick Sabongui,CM,
https://www.imdb.com/name/nm0860065,Don Thompson,CM,
https://www.imdb.com/name/nm2785427,Nhi Do,,
https://www.imdb.com/name/nm0854900,John Tench,CM,
https://www.imdb.com/name/nm0518499,Santo Lombardo,CM,
https://www.imdb.com/name/nm1176497,Sonya Salomaa,CF,
https://www.imdb.com/name/nm0915084,Danny Wattley,CM,
https://www.imdb.com/name/nm0158150,Louis Chirillo,CM,
https://www.imdb.com/name/nm0262957,Kurt Evans,CM,
https://www.imdb.com/name/nm0310240,Chris Gauthier,,
https://www.imdb.com/name/nm1546797,Chris Burns,,
https://www.imdb.com/name/nm9468795,Mark Gash,CM,
https://www.imdb.com/name/nm2933757,Gal Gadot,,
https://www.imdb.com/name/nm0001567,Connie Nielsen,CF,
https://www.imdb.com/name/nm0205063,Lucy Davis,CF,
https://www.imdb.com/name/nm1915282,Eleanor Matsuura,CF,
https://www.imdb.com/name/nm1574386,Ann Ogbomo,CF,
https://www.imdb.com/name/nm7767170,Freddy Carter,CM,
https://www.imdb.com/name/nm7424142,Fred Fergus,CM,
https://www.imdb.com/name/nm8751582,Harvey James,CM,
https://www.imdb.com/name/nm6412981,George Johnston,CM,
https://www.imdb.com/name/nm2966840,Lisa Loven Kongsli,CF,
https://www.imdb.com/name/nm0434759,Wolf Kahler,CM,
https://www.imdb.com/name/nm4041602,Amber Doyle,CF,
https://www.imdb.com/name/nm0005212,Ian McKellen,CM,
https://www.imdb.com/name/nm0000463,Famke Janssen,CF,
https://www.imdb.com/name/nm0001117,Bruce Davison,CM,
https://www.imdb.com/name/nm0005188,James Marsden,CM,
https://www.imdb.com/name/nm0629570,David Nichols,CM,
https://www.imdb.com/name/nm0001593,Anna Paquin,CF,
https://www.imdb.com/name/nm0005381,Rebecca Romijn,CF,
https://www.imdb.com/name/nm0541932,Tyler Mane,CM,
https://www.imdb.com/name/nm0661917,Ray Park,,
https://www.imdb.com/name/nm0396812,Danny Huston,CM,
https://www.imdb.com/name/nm1211488,Lynn Collins,,
https://www.imdb.com/name/nm0000630,Liev Schreiber,,
https://www.imdb.com/name/nm1443238,Will.i.am,,
https://www.imdb.com/name/nm2024644,Daniel Henney,CM,
https://www.imdb.com/name/nm0728547,David Ritchie,CM,
https://www.imdb.com/name/nm0498568,Stephen Leeder,CM,
https://www.imdb.com/name/nm0086611,Julia Blake,CF,
https://www.imdb.com/name/nm1134619,Tom O'Sullivan,CM,
https://www.imdb.com/name/nm2931989,Troye Sivan,CM,
https://www.imdb.com/name/nm1032034,Myles Pollard,,
https://www.imdb.com/name/nm1263928,Socratis Otto,CM,
https://www.imdb.com/name/nm0243806,Kevin Durand,CM,
https://www.imdb.com/name/nm0659698,Panou,,
https://www.imdb.com/name/nm0203567,Alexandra Davies,CF,
https://www.imdb.com/name/nm1035261,Matthew Dale,CM,
https://www.imdb.com/name/nm2530433,Nathin Butler,CM,
https://www.imdb.com/name/nm0002642,Warwick Young,CM,
